league,season,team,player,nation,pos,age,born,minutes,matches_played,starts,tm_matched_name,tm_match_score,market_value_eur,kmeans_label,gmm_label
ESP-La Liga,2324,Rayo Vallecano,Florian Lejeune,FRA,DF,32.0,1991.0,3327.0,37.0,37.0,Florian Lejeune,100.0,3000000.0,1,1
ESP-La Liga,2324,Valencia,José Luis García Vayá,ESP,MF,24.0,1998.0,3302.0,37.0,37.0,Mario de Luis,85.5,400000.0,3,0
ESP-La Liga,2324,Getafe,Nemanja Maksimović,SRB,MF,28.0,1995.0,3265.0,37.0,37.0,Nemanja Maksimovic,100.0,6000000.0,3,1
ESP-La Liga,2324,Las Palmas,Kirian Rodríguez,ESP,MF,27.0,1996.0,3211.0,37.0,36.0,Kirian Rodríguez,100.0,12000000.0,3,1
ESP-La Liga,2324,Girona,Aleix García,ESP,MF,26.0,1997.0,3199.0,37.0,36.0,Aleix García,100.0,25000000.0,0,0
ESP-La Liga,2324,Las Palmas,Mika Mármol,ESP,DF,22.0,2001.0,3178.0,36.0,36.0,Mika Mármol,100.0,15000000.0,1,2
ESP-La Liga,2324,Granada,Carlos Neva,ESP,DF,27.0,1996.0,3146.0,36.0,36.0,Carlos Neva,100.0,2500000.0,1,2
ESP-La Liga,2324,Cádiz,Rubén Alcaraz,ESP,MF,32.0,1991.0,3134.0,36.0,36.0,Rubén Alcaraz,100.0,1500000.0,1,1
ESP-La Liga,2324,Valencia,Cristhian Mosquera,ESP,DF,19.0,2004.0,3075.0,36.0,33.0,Cristhian Mosquera,100.0,30000000.0,1,2
ESP-La Liga,2324,Girona,Miguel Gutiérrez,ESP,"DF,MF",22.0,2001.0,3032.0,35.0,35.0,Miguel Gutiérrez,100.0,25000000.0,0,0
ESP-La Liga,2324,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",24.0,1999.0,2998.0,38.0,33.0,Óscar Mingueza,100.0,8000000.0,0,0
ESP-La Liga,2324,Barcelona,İlkay Gündoğan,GER,MF,32.0,1990.0,2994.0,36.0,33.0,İlkay Gündoğan,100.0,15000000.0,0,0
ESP-La Liga,2324,Granada,Ignasi Miquel,ESP,DF,30.0,1992.0,2992.0,34.0,33.0,Ignasi Miquel,100.0,1200000.0,1,1
ESP-La Liga,2324,Valencia,Hugo Duro,ESP,FW,23.0,1999.0,2976.0,37.0,35.0,Hugo Duro,100.0,16000000.0,2,3
ESP-La Liga,2324,Girona,Sávio,BRA,"MF,FW",19.0,2004.0,2976.0,37.0,35.0,,83.33333333333334,,0,0
ESP-La Liga,2324,Girona,Daley Blind,NED,DF,33.0,1990.0,2972.0,34.0,33.0,Daley Blind,100.0,3000000.0,1,1
ESP-La Liga,2324,Alavés,Ander Guevara,ESP,MF,26.0,1997.0,2932.0,37.0,33.0,Ander Guevara,100.0,5000000.0,1,1
ESP-La Liga,2324,Real Madrid,Federico Valverde,URU,MF,25.0,1998.0,2904.0,37.0,33.0,Federico Valverde,100.0,120000000.0,1,0
ESP-La Liga,2324,Barcelona,Jules Koundé,FRA,DF,24.0,1998.0,2899.0,35.0,32.0,Jules Koundé,100.0,45000000.0,1,1
ESP-La Liga,2324,Athletic Club,Daniel Vivian,ESP,DF,24.0,1999.0,2878.0,33.0,31.0,Dani Vivian,91.66666666666666,25000000.0,1,2
ESP-La Liga,2324,Rayo Vallecano,Iván Balliu,ALB,DF,31.0,1992.0,2873.0,33.0,32.0,Iván Balliu,100.0,2000000.0,1,2
ESP-La Liga,2324,Sevilla,Lucas Ocampos,ARG,"MF,FW",29.0,1994.0,2871.0,35.0,34.0,Lucas Ocampos,100.0,9000000.0,0,0
ESP-La Liga,2324,Celta Vigo,Jørgen Strand Larsen,NOR,FW,23.0,2000.0,2863.0,37.0,36.0,Jørgen Strand Larsen,100.0,25000000.0,2,3
ESP-La Liga,2324,Alavés,Andoni Gorosabel,ESP,DF,26.0,1996.0,2854.0,36.0,33.0,Andoni Gorosabel,100.0,5000000.0,1,0
ESP-La Liga,2324,Athletic Club,Iñaki Williams,GHA,MF,29.0,1994.0,2844.0,34.0,32.0,Iñaki Williams,100.0,25000000.0,2,3
ESP-La Liga,2324,Las Palmas,Sergi Cardona,ESP,DF,24.0,1999.0,2814.0,35.0,30.0,Sergi Cardona,100.0,6000000.0,1,0
ESP-La Liga,2324,Celta Vigo,Unai Núñez,ESP,DF,26.0,1997.0,2801.0,34.0,31.0,Unai Núñez,100.0,7000000.0,1,1
ESP-La Liga,2324,Rayo Vallecano,Isaac Palazón Camacho,ESP,MF,28.0,1994.0,2791.0,37.0,34.0,Isaac Romero,85.5,18000000.0,0,0
ESP-La Liga,2324,Atlético Madrid,Axel Witsel,BEL,DF,34.0,1989.0,2783.0,35.0,30.0,Axel Witsel,100.0,3500000.0,3,1
ESP-La Liga,2324,Real Betis,Germán Pezzella,ARG,DF,32.0,1991.0,2767.0,32.0,32.0,Germán Pezzella,100.0,3000000.0,1,0
ESP-La Liga,2324,Barcelona,Robert Lewandowski,POL,FW,34.0,1988.0,2750.0,35.0,32.0,Robert Lewandowski,100.0,15000000.0,2,3
ESP-La Liga,2324,Girona,Iván Martín,ESP,MF,24.0,1999.0,2729.0,36.0,33.0,Iván Martín,100.0,15000000.0,3,1
ESP-La Liga,2324,Real Madrid,Antonio Rüdiger,GER,DF,30.0,1993.0,2709.0,33.0,30.0,Antonio Rüdiger,100.0,25000000.0,3,1
ESP-La Liga,2324,Celta Vigo,Iago Aspas,ESP,FW,35.0,1987.0,2707.0,35.0,31.0,Iago Aspas,100.0,3000000.0,0,0
ESP-La Liga,2324,Athletic Club,Aitor Paredes,ESP,DF,23.0,2000.0,2704.0,34.0,31.0,Aitor Paredes,100.0,22000000.0,3,1
ESP-La Liga,2324,Rayo Vallecano,Óscar Valentín,ESP,MF,28.0,1994.0,2692.0,34.0,32.0,Óscar Valentín,100.0,4000000.0,1,1
ESP-La Liga,2324,Alavés,Jon Guridi,ESP,MF,28.0,1995.0,2678.0,36.0,34.0,Jon Guridi,100.0,4000000.0,3,1
ESP-La Liga,2324,Granada,Gerard Gumbau,ESP,MF,28.0,1994.0,2674.0,35.0,31.0,Gerard Gumbau,100.0,3000000.0,1,0
ESP-La Liga,2324,Getafe,Mason Greenwood,ENG,"MF,FW",21.0,2001.0,2662.0,33.0,30.0,Mason Greenwood,100.0,25000000.0,2,0
ESP-La Liga,2324,Osasuna,Jesús Areso,ESP,"DF,MF",24.0,1999.0,2660.0,37.0,29.0,Jesús Areso,100.0,7500000.0,3,0
ESP-La Liga,2324,Valencia,Diego López,ESP,"MF,FW",21.0,2002.0,2656.0,36.0,30.0,Diego López,100.0,14000000.0,0,0
ESP-La Liga,2324,Real Sociedad,Martín Zubimendi,ESP,MF,24.0,1999.0,2654.0,31.0,29.0,Martín Zubimendi,100.0,50000000.0,3,1
ESP-La Liga,2324,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",32.0,1991.0,2644.0,33.0,31.0,Antoine Griezmann,100.0,25000000.0,2,0
ESP-La Liga,2324,Las Palmas,Javier Muñoz,ESP,MF,28.0,1995.0,2640.0,37.0,30.0,Javi Muñoz,90.9090909090909,3000000.0,1,1
ESP-La Liga,2324,Girona,Eric García,ESP,DF,22.0,2001.0,2694.0,32.0,30.0,Eric García,100.0,20000000.0,3,1
ESP-La Liga,2324,Mallorca,Dani Rodríguez,ESP,MF,35.0,1988.0,2615.0,36.0,31.0,Dani Rodríguez,100.0,1000000.0,0,0
ESP-La Liga,2324,Cádiz,Chris Ramos,ESP,FW,26.0,1997.0,2612.0,37.0,30.0,Chris Ramos,100.0,4000000.0,0,3
ESP-La Liga,2324,Cádiz,Isaac Carcelen,ESP,DF,30.0,1993.0,2611.0,35.0,29.0,,84.61538461538461,,1,2
ESP-La Liga,2324,Girona,Artem Dovbyk,UKR,FW,26.0,1997.0,2587.0,36.0,32.0,Artem Dovbyk,100.0,35000000.0,2,3
ESP-La Liga,2324,Villarreal,Daniel Parejo,ESP,MF,34.0,1989.0,2580.0,33.0,29.0,Dani Parejo,91.66666666666666,2500000.0,3,0
ESP-La Liga,2324,Villarreal,Álex Baena,ESP,"MF,FW",22.0,2001.0,2579.0,34.0,33.0,Álex Baena,100.0,40000000.0,0,0
ESP-La Liga,2324,Sevilla,Youssef En-Nesyri,MAR,FW,26.0,1997.0,2570.0,33.0,28.0,Youssef En-Nesyri,100.0,20000000.0,2,3
ESP-La Liga,2324,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",28.0,1995.0,2565.0,37.0,29.0,Marcos Llorente,100.0,30000000.0,0,3
ESP-La Liga,2324,Las Palmas,Álex Suárez,ESP,DF,30.0,1993.0,2562.0,32.0,30.0,Álex Suárez,100.0,1200000.0,3,1
ESP-La Liga,2324,Atlético Madrid,Mario Hermoso,ESP,DF,28.0,1995.0,2557.0,31.0,29.0,Mario Hermoso,100.0,25000000.0,1,2
ESP-La Liga,2324,Cádiz,Fali,ESP,DF,29.0,1993.0,2547.0,30.0,30.0,Fali,100.0,2000000.0,1,2
ESP-La Liga,2324,Granada,Lucas Boyé,ARG,FW,27.0,1996.0,2541.0,31.0,30.0,Lucas Boyé,100.0,7000000.0,0,3
ESP-La Liga,2324,Getafe,Gastón Álvarez,URU,DF,23.0,2000.0,2537.0,34.0,29.0,Gastón Álvarez,100.0,15000000.0,3,1
ESP-La Liga,2324,Getafe,Diego Rico,ESP,DF,30.0,1993.0,2535.0,32.0,28.0,Diego Rico,100.0,1500000.0,1,2
ESP-La Liga,2324,Osasuna,Catena,ESP,DF,28.0,1994.0,2534.0,30.0,28.0,Alejandro Catena,90.0,4000000.0,1,1
ESP-La Liga,2324,Almería,Édgar González,ESP,"DF,MF",26.0,1997.0,2522.0,31.0,30.0,Edgar González,100.0,3000000.0,3,1
ESP-La Liga,2324,Real Sociedad,Igor Zubeldia,ESP,DF,26.0,1997.0,2518.0,30.0,29.0,Igor Zubeldia,100.0,22000000.0,1,2
ESP-La Liga,2324,Sevilla,Sergio Ramos,ESP,DF,37.0,1986.0,2517.0,28.0,28.0,Sergio Ramos,100.0,2500000.0,3,0
ESP-La Liga,2324,Cádiz,Javi Hernández,ESP,DF,25.0,1998.0,2514.0,30.0,28.0,Javi Hernández,100.0,2500000.0,1,0
ESP-La Liga,2324,Rayo Vallecano,Alfonso Espino,URU,DF,31.0,1992.0,2507.0,31.0,29.0,Alfonso Espino,100.0,2400000.0,1,2
ESP-La Liga,2324,Barcelona,João Cancelo,POR,DF,29.0,1994.0,2503.0,32.0,29.0,João Cancelo,100.0,25000000.0,1,0
ESP-La Liga,2324,Valencia,Javier Guerra,ESP,MF,20.0,2003.0,2498.0,36.0,28.0,Javi Guerra,91.66666666666666,20000000.0,3,1
ESP-La Liga,2324,Alavés,Luis Rioja,ESP,MF,29.0,1993.0,2498.0,37.0,31.0,Luis Rioja,100.0,4000000.0,0,0
ESP-La Liga,2324,Granada,Sergio Ruiz,ESP,MF,28.0,1994.0,2494.0,35.0,30.0,Sergio Ruiz,100.0,2000000.0,1,2
ESP-La Liga,2324,Atlético Madrid,Koke,ESP,MF,31.0,1992.0,2493.0,35.0,32.0,Koke,100.0,12000000.0,1,2
ESP-La Liga,2324,Villarreal,Alexander Sørloth,NOR,FW,27.0,1995.0,2489.0,34.0,30.0,Alexander Sørloth,100.0,25000000.0,2,3
ESP-La Liga,2324,Getafe,Djené,TOG,"DF,MF",31.0,1991.0,2484.0,33.0,30.0,Dakonam Djené,90.0,2500000.0,1,2
ESP-La Liga,2324,Real Sociedad,Mikel Merino,ESP,MF,27.0,1996.0,2482.0,32.0,27.0,Mikel Merino,100.0,50000000.0,3,0
ESP-La Liga,2324,Almería,Adri Embarba,ESP,"MF,FW",31.0,1992.0,2476.0,36.0,29.0,Adrián Embarba,92.3076923076923,1800000.0,0,0
ESP-La Liga,2324,Rayo Vallecano,Álvaro García,ESP,MF,30.0,1992.0,2475.0,32.0,30.0,Álvaro García,100.0,150000.0,0,3
ESP-La Liga,2324,Real Sociedad,Robin Le Normand,ESP,DF,26.0,1996.0,2469.0,29.0,28.0,Robin Le Normand,100.0,40000000.0,3,1
ESP-La Liga,2324,Mallorca,Giovanni González,URU,DF,28.0,1994.0,2464.0,34.0,27.0,Giovanni González,100.0,3000000.0,1,0
ESP-La Liga,2324,Las Palmas,Munir El Haddadi,MAR,"MF,FW",27.0,1995.0,2449.0,38.0,32.0,Munir El Haddadi,100.0,2500000.0,0,3
ESP-La Liga,2324,Granada,Myrto Uzuni,ALB,"FW,MF",28.0,1995.0,2448.0,34.0,28.0,Myrto Uzuni,100.0,8000000.0,2,3
ESP-La Liga,2324,Alavés,Rafa Marín,ESP,DF,21.0,2002.0,2443.0,33.0,27.0,Rafa Marín,100.0,7500000.0,1,2
ESP-La Liga,2324,Osasuna,Ante Budimir,CRO,FW,32.0,1991.0,2435.0,33.0,29.0,Ante Budimir,100.0,5000000.0,2,3
ESP-La Liga,2324,Almería,Chumi,ESP,DF,24.0,1999.0,2434.0,31.0,26.0,Chumi,100.0,2000000.0,1,2
ESP-La Liga,2324,Celta Vigo,Fran Beltrán,ESP,MF,24.0,1999.0,2428.0,33.0,28.0,Fran Beltrán,100.0,6000000.0,1,2
ESP-La Liga,2324,Alavés,Antonio Blanco,ESP,MF,23.0,2000.0,2426.0,33.0,29.0,Antonio Blanco,100.0,7500000.0,1,2
ESP-La Liga,2324,Real Sociedad,Brais Méndez,ESP,"MF,FW",26.0,1997.0,2413.0,32.0,27.0,Brais Méndez,100.0,40000000.0,0,0
ESP-La Liga,2324,Alavés,Javi López,ESP,DF,21.0,2002.0,2386.0,32.0,25.0,Javi López,100.0,7500000.0,0,0
ESP-La Liga,2324,Almería,Lucas Robertone,ARG,MF,26.0,1997.0,2381.0,33.0,29.0,Lucas Robertone,100.0,7000000.0,1,2
ESP-La Liga,2324,Real Madrid,Rodrygo,BRA,FW,22.0,2001.0,2380.0,34.0,28.0,Rodrygo,100.0,110000000.0,2,3
ESP-La Liga,2324,Mallorca,Martin Valjent,SVK,DF,27.0,1995.0,2349.0,28.0,28.0,Martin Valjent,100.0,6000000.0,1,2
ESP-La Liga,2324,Osasuna,Aimar Oroz,ESP,MF,21.0,2001.0,2339.0,33.0,26.0,Aimar Oroz,100.0,15000000.0,3,1
ESP-La Liga,2324,Osasuna,David García,ESP,DF,29.0,1994.0,2334.0,27.0,27.0,David García,100.0,10000000.0,1,2
ESP-La Liga,2324,Mallorca,Vedat Muriqi,KVX,FW,29.0,1994.0,2327.0,29.0,25.0,Vedat Muriqi,100.0,12000000.0,2,3
ESP-La Liga,2324,Real Betis,Isco,ESP,MF,31.0,1992.0,2326.0,29.0,28.0,Isco,100.0,8000000.0,0,0
ESP-La Liga,2324,Real Madrid,Jude Bellingham,ENG,"MF,FW",20.0,2003.0,2315.0,28.0,27.0,Jude Bellingham,100.0,180000000.0,2,0
ESP-La Liga,2324,Alavés,Abdel Abqar,MAR,DF,24.0,1999.0,2312.0,27.0,27.0,Abdel Abqar,100.0,7500000.0,1,2
ESP-La Liga,2324,Mallorca,Samu Costa,POR,MF,22.0,2000.0,2303.0,34.0,26.0,Samú Costa,100.0,10000000.0,1,0
ESP-La Liga,2324,Las Palmas,Saúl Coco,EQG,DF,24.0,1999.0,2295.0,30.0,26.0,Saúl Coco,100.0,8000000.0,1,1
ESP-La Liga,2324,Granada,Ricard Sánchez,ESP,DF,23.0,2000.0,2295.0,33.0,25.0,Ricard Sánchez,100.0,2500000.0,3,0
ESP-La Liga,2324,Real Betis,Ayoze Pérez,ESP,"MF,FW",30.0,1993.0,2294.0,31.0,29.0,Ayoze Pérez,100.0,7000000.0,2,0
ESP-La Liga,2324,Real Sociedad,Hamari Traoré,MLI,DF,31.0,1992.0,2292.0,31.0,27.0,Hamari Traoré,100.0,6000000.0,1,2
ESP-La Liga,2324,Sevilla,Boubakary Soumaré,FRA,MF,24.0,1999.0,2286.0,28.0,26.0,Boubakary Soumaré,100.0,14000000.0,1,2
ESP-La Liga,2324,Sevilla,Loïc Bade,FRA,DF,23.0,2000.0,2277.0,28.0,27.0,Loïc Badé,100.0,14000000.0,1,2
ESP-La Liga,2324,Athletic Club,Nico Williams,ESP,MF,21.0,2002.0,2263.0,31.0,29.0,Nico Williams,100.0,60000000.0,0,0
ESP-La Liga,2324,Mallorca,Matija Nastasić,SRB,DF,30.0,1993.0,2258.0,26.0,25.0,Matija Nastasić,100.0,1500000.0,3,1
ESP-La Liga,2324,Athletic Club,Óscar de Marcos,ESP,DF,34.0,1989.0,2258.0,28.0,26.0,Óscar de Marcos,100.0,1500000.0,3,0
ESP-La Liga,2324,Girona,Yan Couto,BRA,"MF,DF",21.0,2002.0,2245.0,34.0,24.0,Yan Couto,100.0,25000000.0,0,0
ESP-La Liga,2324,Athletic Club,Gorka Guruzeta,ESP,FW,26.0,1996.0,2217.0,32.0,30.0,Gorka Guruzeta,100.0,18000000.0,2,3
ESP-La Liga,2324,Celta Vigo,Carl Starfelt,SWE,DF,28.0,1995.0,2216.0,27.0,26.0,Carl Starfelt,100.0,6000000.0,1,1
ESP-La Liga,2324,Villarreal,Gerard Moreno,ESP,FW,31.0,1992.0,2215.0,30.0,28.0,Gerard Moreno,100.0,10000000.0,2,3
ESP-La Liga,2324,Barcelona,Lamine Yamal,ESP,"FW,MF",16.0,2007.0,2201.0,37.0,22.0,Lamine Yamal,100.0,90000000.0,0,0
ESP-La Liga,2324,Mallorca,Antonio Raillo,ESP,DF,31.0,1991.0,2195.0,26.0,25.0,Antonio Raíllo,100.0,2000000.0,3,1
ESP-La Liga,2324,Getafe,Omar Alderete,PAR,DF,26.0,1996.0,2195.0,31.0,24.0,Omar Alderete,100.0,5000000.0,1,2
ESP-La Liga,2324,Real Madrid,Dani Carvajal,ESP,DF,31.0,1992.0,2171.0,28.0,25.0,Daniel Carvajal,92.85714285714286,12000000.0,3,0
ESP-La Liga,2324,Real Betis,Chadi Riad,MAR,DF,20.0,2003.0,2164.0,26.0,24.0,Chadi Riad,100.0,15000000.0,1,2
ESP-La Liga,2324,Mallorca,Sergi Darder,ESP,MF,29.0,1993.0,2157.0,36.0,21.0,Sergi Darder,100.0,6000000.0,0,0
ESP-La Liga,2324,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",26.0,1997.0,2156.0,33.0,23.0,Mikel Oyarzabal,100.0,45000000.0,2,3
ESP-La Liga,2324,Valencia,Thierry Correia,POR,DF,24.0,1999.0,2154.0,31.0,25.0,Thierry Correia,100.0,6000000.0,1,2
ESP-La Liga,2324,Getafe,Borja Mayoral,ESP,FW,26.0,1997.0,2153.0,27.0,25.0,Borja Mayoral,100.0,15000000.0,2,3
ESP-La Liga,2324,Real Sociedad,Takefusa Kubo,JPN,"FW,MF",22.0,2001.0,2150.0,30.0,24.0,Takefusa Kubo,100.0,50000000.0,0,0
ESP-La Liga,2324,Real Madrid,Toni Kroos,GER,MF,33.0,1990.0,2124.0,33.0,24.0,Toni Kroos,100.0,10000000.0,0,0
ESP-La Liga,2324,Getafe,Luis Milla,ESP,MF,28.0,1994.0,2115.0,27.0,25.0,Luis Milla,100.0,3500000.0,1,2
ESP-La Liga,2324,Rayo Vallecano,Unai López,ESP,MF,27.0,1995.0,2108.0,35.0,28.0,Unai López,100.0,3000000.0,1,0
ESP-La Liga,2324,Girona,Yangel Herrera,VEN,MF,25.0,1998.0,2107.0,29.0,27.0,Yangel Herrera,100.0,25000000.0,3,0
ESP-La Liga,2324,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,29.0,1993.0,2091.0,29.0,25.0,Iñigo Ruiz de Galarreta,100.0,5000000.0,3,0
ESP-La Liga,2324,Osasuna,Rubén Peña,ESP,"DF,MF",32.0,1991.0,2088.0,29.0,26.0,Rubén Peña,100.0,2200000.0,1,2
ESP-La Liga,2324,Atlético Madrid,Samuel Lino,BRA,"MF,DF",23.0,1999.0,2080.0,34.0,25.0,Samuel Lino,100.0,30000000.0,0,0
ESP-La Liga,2324,Atlético Madrid,Rodrigo De Paul,ARG,MF,29.0,1994.0,2075.0,34.0,25.0,Rodrigo De Paul,100.0,30000000.0,0,0
ESP-La Liga,2324,Girona,Viktor Tsyhankov,UKR,MF,25.0,1997.0,2052.0,30.0,26.0,Viktor Tsygankov,93.75,30000000.0,2,0
ESP-La Liga,2324,Valencia,Francisco Perez,ESP,MF,20.0,2002.0,2049.0,32.0,27.0,Isco,90.0,8000000.0,3,0
ESP-La Liga,2324,Almería,Sergio Arribas,ESP,"MF,FW",21.0,2001.0,2047.0,34.0,22.0,Sergio Arribas,100.0,10000000.0,2,3
ESP-La Liga,2324,Osasuna,Johan Mojica,COL,"DF,MF",30.0,1992.0,2041.0,30.0,22.0,Johan Mojica,100.0,2200000.0,1,2
ESP-La Liga,2324,Villarreal,Raúl Albiol,ESP,DF,37.0,1985.0,2031.0,26.0,24.0,Raúl Albiol,100.0,1500000.0,1,2
ESP-La Liga,2324,Osasuna,Moi Gómez,ESP,"MF,FW",29.0,1994.0,2006.0,28.0,23.0,Moi Gómez,100.0,3500000.0,3,0
ESP-La Liga,2324,Sevilla,Jesús Navas,ESP,"DF,MF",37.0,1985.0,2003.0,29.0,25.0,Jesús Navas,100.0,2500000.0,1,2
ESP-La Liga,2324,Athletic Club,Iñigo Lekue,ESP,DF,30.0,1993.0,2002.0,27.0,22.0,Iñigo Lekue,100.0,3000000.0,1,2
ESP-La Liga,2324,Barcelona,Ronald Araújo,URU,DF,24.0,1999.0,1997.0,25.0,21.0,Ronald Araujo,100.0,70000000.0,1,1
ESP-La Liga,2324,Real Madrid,Aurélien Tchouaméni,FRA,"MF,DF",23.0,2000.0,1987.0,27.0,22.0,Aurélien Tchouaméni,100.0,100000000.0,3,1
ESP-La Liga,2324,Celta Vigo,Jonathan Bamba,CIV,"MF,FW",27.0,1996.0,1981.0,27.0,24.0,Jonathan Bamba,100.0,9000000.0,0,0
ESP-La Liga,2324,Real Betis,Marc Roca,ESP,MF,26.0,1996.0,1980.0,26.0,24.0,Marc Roca,100.0,9000000.0,3,1
ESP-La Liga,2324,Barcelona,Andreas Christensen,DEN,"DF,MF",27.0,1996.0,1979.0,30.0,27.0,Andreas Christensen,100.0,40000000.0,3,1
ESP-La Liga,2324,Athletic Club,Oihan Sancet,ESP,MF,23.0,2000.0,1975.0,30.0,25.0,Oihan Sancet,100.0,35000000.0,0,0
ESP-La Liga,2324,Real Betis,Willian José,BRA,FW,31.0,1991.0,1971.0,33.0,25.0,Willian José,100.0,5000000.0,2,3
ESP-La Liga,2324,Girona,David López,ESP,DF,33.0,1989.0,1965.0,25.0,25.0,David López,100.0,2500000.0,3,1
ESP-La Liga,2324,Villarreal,Jorge Cuenca,ESP,DF,23.0,1999.0,1963.0,29.0,21.0,Jorge Cuenca,100.0,6000000.0,3,1
ESP-La Liga,2324,Celta Vigo,Luca de la Torre,USA,MF,25.0,1998.0,1956.0,31.0,22.0,Luca de la Torre,100.0,3000000.0,1,0
ESP-La Liga,2324,Athletic Club,Yuri Berchiche,ESP,DF,33.0,1990.0,1930.0,27.0,22.0,Yuri Berchiche,100.0,1800000.0,3,0
ESP-La Liga,2324,Alavés,Samu Omorodion,ESP,FW,19.0,2004.0,1998.0,35.0,22.0,,63.52941176470588,,2,3
ESP-La Liga,2324,Almería,Dion Lopy,SEN,MF,21.0,2002.0,1916.0,30.0,23.0,Dion Lopy,100.0,10000000.0,1,2
ESP-La Liga,2324,Atlético Madrid,Álvaro Morata,ESP,FW,30.0,1992.0,1904.0,32.0,21.0,Álvaro Morata,100.0,16000000.0,2,3
ESP-La Liga,2324,Cádiz,Roberto Navarro,ESP,MF,21.0,2002.0,1888.0,28.0,24.0,Robert Navarro,96.55172413793105,6000000.0,0,0
ESP-La Liga,2324,Almería,Marc Pubill,ESP,DF,20.0,2003.0,1883.0,23.0,22.0,Marc Pubill,100.0,4000000.0,0,0
ESP-La Liga,2324,Alavés,Rubén Duarte,ESP,DF,27.0,1995.0,1878.0,28.0,21.0,Rubén Duarte,100.0,3000000.0,3,0
ESP-La Liga,2324,Cádiz,Víctor Chust,ESP,DF,23.0,2000.0,1864.0,22.0,22.0,Víctor Chust,100.0,2000000.0,1,2
ESP-La Liga,2324,Real Madrid,Vinicius Júnior,BRA,FW,23.0,2000.0,1864.0,26.0,22.0,Vinicius Junior,100.0,180000000.0,2,3
ESP-La Liga,2324,Real Betis,Juan Miranda,ESP,DF,23.0,2000.0,1858.0,25.0,21.0,Juan Miranda,100.0,9000000.0,1,0
ESP-La Liga,2324,Las Palmas,Marvin,ESP,"MF,DF",23.0,2000.0,1855.0,31.0,17.0,Marvin Park,90.0,2000000.0,1,2
ESP-La Liga,2324,Osasuna,Iker Muñoz,ESP,MF,20.0,2002.0,1854.0,28.0,20.0,Iker Muñoz,100.0,5000000.0,3,0
ESP-La Liga,2324,Atlético Madrid,Nahuel Molina,ARG,"MF,DF",25.0,1998.0,1852.0,30.0,19.0,Nahuel Molina,100.0,28000000.0,0,0
ESP-La Liga,2324,Real Betis,Guido Rodríguez,ARG,MF,29.0,1994.0,1846.0,24.0,22.0,Guido Rodríguez,100.0,20000000.0,3,0
ESP-La Liga,2324,Valencia,Dimitri Foulquier,FRA,"DF,MF",30.0,1993.0,1842.0,33.0,19.0,Dimitri Foulquier,100.0,2500000.0,1,2
ESP-La Liga,2324,Almería,Léo Baptistão,BRA,"FW,MF",30.0,1992.0,1837.0,32.0,22.0,Léo Baptistão,100.0,1500000.0,2,3
ESP-La Liga,2324,Mallorca,Cyle Larin,CAN,FW,28.0,1995.0,1823.0,35.0,20.0,Cyle Larin,100.0,4000000.0,2,3
ESP-La Liga,2324,Real Madrid,Eduardo Camavinga,FRA,MF,20.0,2002.0,1817.0,31.0,21.0,Eduardo Camavinga,100.0,100000000.0,1,2
ESP-La Liga,2324,Las Palmas,Sandro Ramírez,ESP,"FW,MF",28.0,1995.0,1808.0,27.0,21.0,Sandro Ramírez,100.0,1500000.0,0,0
ESP-La Liga,2324,Las Palmas,Alberto Moleiro,ESP,"MF,FW",19.0,2003.0,1803.0,28.0,21.0,Alberto Moleiro,100.0,15000000.0,0,0
ESP-La Liga,2324,Granada,Gonzalo Villar,ESP,MF,25.0,1998.0,1803.0,35.0,21.0,Gonzalo Villar,100.0,3000000.0,0,0
ESP-La Liga,2324,Osasuna,Jon Moncayola,ESP,MF,25.0,1998.0,1800.0,33.0,21.0,Jon Moncayola,100.0,7000000.0,1,0
ESP-La Liga,2324,Valencia,José Luis Gayà,ESP,DF,28.0,1995.0,1791.0,24.0,22.0,José Gayà,85.5,25000000.0,3,0
ESP-La Liga,2324,Las Palmas,Enzo Loiodice,FRA,MF,22.0,2000.0,1790.0,34.0,19.0,Enzo Loiodice,100.0,4000000.0,1,2
ESP-La Liga,2324,Osasuna,Lucas Torró,ESP,MF,29.0,1994.0,1788.0,28.0,21.0,Lucas Torró,100.0,4000000.0,1,1
ESP-La Liga,2324,Almería,César Montes,MEX,DF,26.0,1997.0,1788.0,21.0,21.0,César Montes,100.0,3000000.0,1,2
ESP-La Liga,2324,Getafe,Jaime Mata,ESP,"FW,MF",34.0,1988.0,1787.0,35.0,22.0,Jaime Mata,100.0,900000.0,2,3
ESP-La Liga,2324,Celta Vigo,Manu Sánchez,ESP,"DF,MF",22.0,2000.0,1775.0,26.0,20.0,Manu Sánchez,100.0,8000000.0,1,2
ESP-La Liga,2324,Sevilla,Adrià Pedrosa,ESP,"DF,MF",25.0,1998.0,1753.0,31.0,15.0,Adrià Pedrosa,100.0,6000000.0,0,0
ESP-La Liga,2324,Real Madrid,Nacho,ESP,DF,33.0,1990.0,1746.0,29.0,18.0,Nacho Fernández,90.0,3000000.0,1,2
