league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
ITA-Serie A,2425,Venezia,Antonio Candela,ITA,"MF,DF",24,2000,11.2,2,0,0,15,5,0,21,8,21,,,1
ITA-Serie A,2425,Venezia,Antonio Raimondo,ITA,FW,20,2004,1.0,0,0,0,2,1,1,1,0,1,,,0
ITA-Serie A,2425,Venezia,Bjarki Bjarkason,ISL,MF,24,2000,1.8,2,0,0,2,8,0,7,3,2,,,0
ITA-Serie A,2425,Venezia,Cheick Oumar Conde,GUI,MF,24,2000,1.7,2,0,0,5,4,0,0,3,6,,,0
ITA-Serie A,2425,Venezia,Christian Gytkjær,DEN,FW,34,1990,8.4,0,0,0,11,5,7,0,1,4,,,0
ITA-Serie A,2425,Venezia,Daniel Fila,CZE,FW,21,2002,5.5,3,1,1,13,7,3,0,0,1,,,0
ITA-Serie A,2425,Venezia,Domen Črnigoj,SVN,MF,28,1995,1.5,0,0,0,2,4,0,2,4,2,,,0
ITA-Serie A,2425,Venezia,Fali Candé,GNB,DF,26,1998,17.0,4,0,0,24,21,0,7,16,19,,,0
ITA-Serie A,2425,Venezia,Filip Stankovic,SRB,GK,22,2002,15.2,1,0,0,0,1,0,0,0,0,,,0
ITA-Serie A,2425,Venezia,Francesco Zampano,ITA,MF,30,1993,18.2,5,0,0,24,19,5,49,6,21,,,0
ITA-Serie A,2425,Venezia,Franco Carboni,ITA,MF,21,2003,2.5,2,0,0,3,2,0,8,0,4,,,0
ITA-Serie A,2425,Venezia,Gaetano Oristanio,ITA,"FW,MF",21,2002,25.7,3,0,0,50,71,11,56,7,14,,,0
ITA-Serie A,2425,Venezia,Gianluca Busio,USA,MF,22,2002,28.0,4,0,0,26,44,4,30,18,30,,,0
ITA-Serie A,2425,Venezia,Giorgio Altare,ITA,DF,25,1998,8.4,2,0,0,10,2,0,7,18,12,,,1
ITA-Serie A,2425,Venezia,Hans Nicolussi Caviglia,ITA,MF,24,2000,31.8,7,1,1,50,38,0,69,29,29,,,0
ITA-Serie A,2425,Venezia,Ionuț Radu,ROU,GK,27,1997,15.0,1,0,0,0,1,0,0,0,0,,,0
ITA-Serie A,2425,Venezia,Issa Doumbia,ITA,MF,20,2003,10.4,0,0,0,18,12,0,10,9,8,,,0
ITA-Serie A,2425,Venezia,Jay Idzes,IDN,DF,24,2000,34.7,5,0,0,50,12,3,6,28,30,,,0
ITA-Serie A,2425,Venezia,Jesse Joronen,FIN,GK,31,1993,7.8,0,0,0,1,0,0,0,0,0,,,1
ITA-Serie A,2425,Venezia,Joel Pohjanpalo,FIN,FW,29,1994,17.8,1,0,0,12,15,10,3,4,3,,,0
ITA-Serie A,2425,Venezia,John Yeboah,ECU,"FW,MF",24,2000,13.6,6,0,0,14,21,4,26,4,3,,,0
ITA-Serie A,2425,Venezia,Joël Schingtienne,BEL,DF,21,2002,12.5,2,0,0,7,1,0,0,11,17,,,0
ITA-Serie A,2425,Venezia,Kike Pérez,ESP,MF,27,1997,12.4,4,0,0,31,16,1,48,11,25,,,0
ITA-Serie A,2425,Venezia,Magnus Kofod Andersen,DEN,MF,25,1999,7.7,1,0,0,7,5,0,16,6,4,,,0
ITA-Serie A,2425,Venezia,Marin Šverko,CRO,DF,26,1998,12.4,3,0,0,9,10,0,2,15,9,,,0
ITA-Serie A,2425,Venezia,Michael Svoboda,AUT,DF,25,1998,14.6,1,0,0,6,11,0,2,22,16,,,0
ITA-Serie A,2425,Venezia,Mikael Ellertsson,ISL,MF,22,2002,27.4,2,0,0,22,43,2,28,15,27,,,0
ITA-Serie A,2425,Venezia,Mirko Marić,CRO,FW,29,1995,4.0,0,0,0,3,4,3,3,1,3,,,0
ITA-Serie A,2425,Venezia,Nicholas Pierini,ITA,"FW,MF",25,1998,0.9,0,0,0,1,2,0,3,0,0,,,0
ITA-Serie A,2425,Venezia,Nunzio Lella,ITA,MF,24,2000,0.1,0,0,0,1,1,0,0,0,0,,,0
ITA-Serie A,2425,Venezia,Richie Sagrado,BEL,"MF,DF",20,2004,1.6,1,0,0,2,2,0,0,3,2,,,0
ITA-Serie A,2425,Venezia,Ridgeciano Haps,SUR,"MF,DF",31,1993,15.2,3,0,0,14,15,1,26,8,16,,,0
ITA-Serie A,2425,Venezia,Saad El Haddad,MAR,MF,19,2005,0.3,0,0,0,1,1,0,0,0,0,,,0
FRA-Ligue 1,2425,Angers,Abdoulaye Bamba,CIV,DF,34,1990,16.8,2,0,0,10,7,0,5,20,15,,,0
FRA-Ligue 1,2425,Angers,Bamba Dieng,SEN,FW,24,2000,5.9,1,0,0,9,13,4,5,0,1,,,0
FRA-Ligue 1,2425,Angers,Carlens Arcus,HAI,DF,28,1996,22.7,3,0,0,37,21,1,56,26,37,,,0
FRA-Ligue 1,2425,Angers,Cédric Hountondji,BEN,DF,30,1994,3.0,0,0,0,2,1,0,0,4,5,,,0
FRA-Ligue 1,2425,Angers,Emmanuel Biumla,FRA,DF,19,2005,14.8,2,0,0,8,10,0,0,10,13,,,0
FRA-Ligue 1,2425,Angers,Enzo Caumont,FRA,MF,20,2004,0.4,1,0,0,1,0,0,0,1,1,,,0
FRA-Ligue 1,2425,Angers,Esteban Lepaul,FRA,FW,24,2000,18.1,2,0,0,16,16,16,15,4,6,,,0
FRA-Ligue 1,2425,Angers,Farid El Melali,ALG,"MF,FW",27,1997,21.0,1,0,0,21,46,8,87,17,17,,,0
FRA-Ligue 1,2425,Angers,Florent Hanin,ALG,DF,34,1990,29.7,2,0,0,17,35,1,104,47,48,,,0
FRA-Ligue 1,2425,Angers,Haris Belkebla,ALG,MF,30,1994,19.9,1,0,0,18,32,1,3,35,39,,,0
FRA-Ligue 1,2425,Angers,Himad Abdelli,ALG,MF,24,1999,31.6,4,0,0,47,32,3,45,27,32,,,0
FRA-Ligue 1,2425,Angers,Ibrahima Niane,SEN,FW,25,1999,10.5,0,0,0,15,30,9,2,2,3,,,0
FRA-Ligue 1,2425,Angers,Jacques Ekomie,GAB,"DF,MF",20,2003,7.7,1,0,0,11,21,1,23,5,14,,,0
FRA-Ligue 1,2425,Angers,Jean-Eudes Aholou,CIV,MF,30,1994,21.8,7,0,0,50,25,1,2,34,36,,,0
FRA-Ligue 1,2425,Angers,Jim Allevinah,GAB,MF,29,1995,19.4,3,0,0,18,25,10,35,12,14,,,0
FRA-Ligue 1,2425,Angers,Jordan Lefort,MTN,DF,30,1993,34.0,3,0,0,14,15,1,12,32,29,,,0
FRA-Ligue 1,2425,Angers,Justin-Noël Kalumba,FRA,FW,19,2004,0.3,0,0,0,0,1,0,1,1,0,,,0
FRA-Ligue 1,2425,Angers,Lanroy Machine,FRA,MF,18,2005,0.1,0,0,0,0,0,0,1,0,0,,,0
FRA-Ligue 1,2425,Angers,Lilian Raolisoa,FRA,"DF,MF",24,2000,14.6,1,2,0,16,9,3,76,16,25,,,0
FRA-Ligue 1,2425,Angers,Lois Diony,FRA,FW,31,1992,0.2,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Angers,Marius Courcoul,FRA,MF,17,2007,3.4,0,0,0,4,2,0,4,6,2,,,0
FRA-Ligue 1,2425,Angers,Melvin Zinga,FRA,GK,22,2002,1.0,0,0,0,1,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Angers,Ousmane Camara,MLI,DF,21,2003,2.8,1,0,0,1,0,0,0,0,3,,,0
FRA-Ligue 1,2425,Angers,Pierrick Capelle,FRA,MF,37,1987,5.4,4,0,0,12,4,1,10,11,17,,,0
FRA-Ligue 1,2425,Angers,Prosper Peter,NGA,FW,16,2007,0.3,0,0,0,1,0,0,0,0,1,,,0
FRA-Ligue 1,2425,Angers,Sidiki Cherif,FRA,FW,17,2006,3.6,0,0,0,4,8,5,4,0,5,,,0
FRA-Ligue 1,2425,Angers,Yahia Fofana,CIV,GK,23,2000,33.0,4,0,0,0,11,0,0,1,0,,,0
FRA-Ligue 1,2425,Angers,Yassin Belkhdim,FRA,MF,22,2002,16.9,4,0,0,28,15,2,16,21,27,,,0
FRA-Ligue 1,2425,Angers,Zinedine Ferhat,ALG,MF,31,1993,9.4,1,0,0,11,15,2,68,10,7,,,0
FRA-Ligue 1,2425,Angers,Zinédine Ould Khaled,FRA,MF,24,2000,3.8,1,0,0,8,4,0,1,2,8,,,0
FRA-Ligue 1,2425,Auxerre,Ado Onaiwu,JPN,"MF,FW",28,1995,10.6,1,1,0,9,12,3,7,3,7,,,0
FRA-Ligue 1,2425,Auxerre,Aristide Zossou,CIV,MF,19,2005,0.2,0,0,0,2,0,0,1,0,0,,,0
FRA-Ligue 1,2425,Auxerre,Assane Dioussé,SEN,MF,26,1997,7.4,1,0,0,18,11,0,1,11,8,,,0
FRA-Ligue 1,2425,Auxerre,Ben Viadere,FRA,FW,18,2005,0.1,0,0,0,0,0,0,4,0,0,,,0
FRA-Ligue 1,2425,Auxerre,Clément Akpa,CIV,DF,22,2001,27.6,7,0,0,15,35,0,26,40,33,,,0
FRA-Ligue 1,2425,Auxerre,Donovan Léon,GUF,GK,31,1992,32.0,4,0,0,1,4,0,0,0,0,,,0
FRA-Ligue 1,2425,Auxerre,Elisha Owusu,GHA,MF,26,1997,26.0,7,0,0,48,21,0,10,39,42,,,1
FRA-Ligue 1,2425,Auxerre,Eros Maddy,NED,"FW,MF",23,2001,0.2,1,0,0,3,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Auxerre,Florian Ayé,FRA,FW,27,1997,6.4,0,0,0,10,6,3,2,7,1,,,0
FRA-Ligue 1,2425,Auxerre,Fredrik Oppegard,NOR,"MF,DF",21,2002,3.0,0,0,0,3,4,1,6,2,3,,,0
FRA-Ligue 1,2425,Auxerre,Gabriel Osho,NGA,DF,25,1998,18.4,1,1,0,11,10,0,3,13,16,,,0
FRA-Ligue 1,2425,Auxerre,Gaëtan Perrin,FRA,MF,28,1996,29.9,2,0,0,24,20,9,161,12,27,,,0
FRA-Ligue 1,2425,Auxerre,Gideon Mensah,GHA,"DF,MF",26,1998,25.3,2,0,0,33,26,1,76,49,46,,,0
FRA-Ligue 1,2425,Auxerre,Hamed Junior Traorè,CIV,MF,24,2000,23.3,5,0,0,30,40,7,42,7,21,,,0
FRA-Ligue 1,2425,Auxerre,Han-Noah Massengo,FRA,MF,23,2001,11.6,5,0,0,17,21,0,9,17,11,,,0
FRA-Ligue 1,2425,Auxerre,Jubal,BRA,DF,30,1993,29.3,7,0,0,27,21,1,0,27,40,,,1
FRA-Ligue 1,2425,Auxerre,Ki-Jana Hoever,NED,"DF,MF",22,2002,23.6,4,1,1,22,12,0,77,20,40,,,0
FRA-Ligue 1,2425,Auxerre,Kévin Danois,FRA,MF,20,2004,16.2,1,0,0,22,18,2,15,20,31,,,0
FRA-Ligue 1,2425,Auxerre,Lassine Sinayoko,MLI,"FW,MF",24,1999,25.5,5,0,0,36,33,13,25,13,20,,,0
FRA-Ligue 1,2425,Auxerre,Lasso Coulibaly,CIV,MF,21,2002,0.5,0,0,0,0,1,0,2,0,1,,,0
FRA-Ligue 1,2425,Auxerre,Loïc N'Gatta,FRA,DF,20,2003,0.1,1,0,0,1,0,0,1,0,1,,,0
FRA-Ligue 1,2425,Auxerre,Paul Joly,FRA,"DF,MF",24,2000,11.2,3,1,0,10,27,0,55,26,31,,,0
FRA-Ligue 1,2425,Auxerre,Rayan Raveloson,MAD,"MF,DF",27,1997,8.0,3,0,0,10,12,0,8,5,5,,,0
FRA-Ligue 1,2425,Auxerre,Rudy Matondo,FRA,MF,16,2008,0.7,1,0,0,4,3,0,0,0,1,,,0
FRA-Ligue 1,2425,Auxerre,Sinaly Diomande,CIV,DF,23,2001,21.6,6,0,0,24,19,0,1,31,19,,,1
FRA-Ligue 1,2425,Auxerre,Theo Bair,CAN,FW,24,1999,10.4,1,0,0,20,5,8,7,3,3,,,0
FRA-Ligue 1,2425,Auxerre,Théo De Percin,MTQ,GK,23,2001,2.0,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Auxerre,Théo Pellenard,FRA,DF,30,1994,0.5,0,0,0,4,1,0,2,0,2,,,0
FRA-Ligue 1,2425,Auxerre,Yoann Cissé,FRA,MF,19,2004,0.1,0,0,0,0,0,0,3,1,0,,,0
FRA-Ligue 1,2425,Brest,Abdallah Sima,SEN,"FW,MF",23,2001,13.8,2,0,0,16,25,4,16,1,11,,,0
FRA-Ligue 1,2425,Brest,Abdoulaye Ndiaye,SEN,DF,22,2002,19.0,4,1,0,21,18,0,2,12,32,,,0
FRA-Ligue 1,2425,Brest,Axel Camblan,FRA,FW,20,2003,0.3,0,0,0,0,0,0,1,0,1,,,0
FRA-Ligue 1,2425,Brest,Bradley Locko,FRA,DF,22,2002,1.1,1,0,0,1,0,0,1,0,2,,,0
FRA-Ligue 1,2425,Brest,Brendan Chardonnet,FRA,DF,29,1994,26.8,6,0,0,36,20,0,3,28,34,,,1
FRA-Ligue 1,2425,Brest,Edimilson Fernandes,SUI,"MF,DF",28,1996,12.3,1,0,0,7,6,0,10,18,7,,,0
FRA-Ligue 1,2425,Brest,Grégoire Coudert,FRA,GK,25,1999,2.0,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Brest,Hamidou Makalou,MLI,MF,18,2006,0.4,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Brest,Hianga'a Mbock,FRA,MF,24,1999,0.2,0,0,0,1,0,0,0,1,0,,,0
FRA-Ligue 1,2425,Brest,Hugo Magnetti,FRA,MF,26,1998,25.8,5,0,0,29,22,0,18,17,32,,,0
FRA-Ligue 1,2425,Brest,Ibrahim Salah,MAR,"MF,FW",22,2001,4.0,0,0,0,6,3,2,15,2,2,,,0
FRA-Ligue 1,2425,Brest,Jonas Martin,FRA,MF,34,1990,5.5,2,0,0,7,10,0,3,8,7,,,0
FRA-Ligue 1,2425,Brest,Jordan Amavi,FRA,DF,30,1994,8.8,2,0,0,15,6,0,15,7,17,,,0
FRA-Ligue 1,2425,Brest,Julien Le Cardinal,FRA,DF,26,1997,15.3,3,0,0,12,12,0,6,34,15,,,1
FRA-Ligue 1,2425,Brest,Justin Bourgault,FRA,DF,18,2005,1.4,0,0,0,1,1,0,4,0,1,,,0
FRA-Ligue 1,2425,Brest,Jérémy Le Douaron,FRA,FW,26,1998,1.1,0,0,0,2,0,2,0,0,0,,,0
FRA-Ligue 1,2425,Brest,Kamory Doumbia,MLI,"MF,FW",21,2003,14.7,1,0,0,17,22,1,48,27,30,,,0
FRA-Ligue 1,2425,Brest,Kenny Lala,MAD,DF,32,1991,29.8,5,0,0,18,14,1,125,25,41,,,0
FRA-Ligue 1,2425,Brest,Luck Zogbé,CIV,DF,19,2005,7.1,2,0,0,9,11,1,14,14,19,,,0
FRA-Ligue 1,2425,Brest,Ludovic Ajorque,FRA,FW,30,1994,27.7,5,0,0,61,26,11,7,5,18,,,0
FRA-Ligue 1,2425,Brest,Mahdi Camara,FRA,MF,26,1998,29.5,5,0,0,41,46,3,47,30,43,,,0
FRA-Ligue 1,2425,Brest,Mama Samba Baldé,GNB,"FW,MF",28,1995,12.8,4,0,0,18,22,14,11,6,9,,,0
FRA-Ligue 1,2425,Brest,Marco Bizot,NED,GK,33,1991,32.0,4,0,0,1,5,0,0,0,1,,,0
FRA-Ligue 1,2425,Brest,Massadio Haïdara,MLI,DF,31,1992,18.6,3,2,1,20,45,0,49,25,17,,,0
FRA-Ligue 1,2425,Brest,Mathias Pereira Lage,POR,"MF,FW",27,1996,17.5,4,0,0,29,28,2,99,20,24,,,0
FRA-Ligue 1,2425,Brest,Pierre Lees-Melou,FRA,MF,31,1993,17.0,7,0,0,32,30,0,22,11,38,,,0
FRA-Ligue 1,2425,Brest,Romain Del Castillo,FRA,"FW,MF",28,1996,14.0,0,0,0,12,17,0,105,6,21,,,0
FRA-Ligue 1,2425,Brest,Romain Faivre,FRA,"MF,FW",26,1998,10.0,2,0,0,6,23,1,26,3,11,,,0
FRA-Ligue 1,2425,Brest,Soumaïla Coulibaly,FRA,DF,20,2003,4.9,1,0,0,12,1,0,0,6,2,,,0
FRA-Ligue 1,2425,Brest,Sérigné Diop,SEN,FW,19,2005,0.0,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Le Havre,Abdoulaye Touré,GUI,MF,30,1994,25.8,5,0,0,29,44,1,11,33,34,,,0
FRA-Ligue 1,2425,Le Havre,Alois Confais,FRA,"DF,MF",27,1996,0.0,0,0,0,1,0,1,0,0,0,,,0
FRA-Ligue 1,2425,Le Havre,André Ayew,GHA,FW,34,1989,16.1,2,0,0,19,30,6,7,3,10,,,0
FRA-Ligue 1,2425,Le Havre,Antoine Joujou,FRA,"MF,FW",21,2003,10.5,1,0,0,7,7,2,36,10,12,,,0
FRA-Ligue 1,2425,Le Havre,Arouna Sangante,SEN,DF,22,2002,13.8,4,1,0,22,16,1,2,22,16,,,0
FRA-Ligue 1,2425,Le Havre,Arthur Desmas,FRA,GK,30,1994,18.0,2,0,0,1,6,0,0,0,0,,,0
FRA-Ligue 1,2425,Le Havre,Christopher Opéri,CIV,"MF,DF",27,1997,13.0,2,1,1,8,16,3,126,16,9,,,0
FRA-Ligue 1,2425,Le Havre,Daler Kuzyaev,RUS,MF,31,1993,6.3,1,0,0,8,3,0,6,8,8,,,0
FRA-Ligue 1,2425,Le Havre,Elysée Logbo,FRA,FW,20,2004,0.3,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Le Havre,Emmanuel Sabbi,USA,"MF,FW",26,1997,7.3,1,0,0,11,16,2,15,3,7,,,0
FRA-Ligue 1,2425,Le Havre,Etienne Youte Kinkoue,FRA,DF,22,2002,25.8,4,1,0,14,6,0,2,29,10,,,1
FRA-Ligue 1,2425,Le Havre,Fodé Ballo-Touré,SEN,"DF,MF",27,1997,6.5,0,0,0,3,14,0,21,5,7,,,0
FRA-Ligue 1,2425,Le Havre,Gautier Lloris,FRA,DF,29,1995,30.8,5,0,0,31,7,2,3,35,44,,,0
FRA-Ligue 1,2425,Le Havre,Ilyes Housni,FRA,FW,19,2005,2.6,0,0,0,4,5,1,5,1,5,,,0
FRA-Ligue 1,2425,Le Havre,Issa Soumaré,SEN,"MF,FW",23,2000,21.1,0,0,0,17,61,4,43,14,14,,,0
FRA-Ligue 1,2425,Le Havre,Josué Casimir,HAI,"MF,FW",22,2001,22.2,5,0,0,29,46,8,86,6,28,,,0
FRA-Ligue 1,2425,Le Havre,Junior Mwanga,FRA,MF,21,2003,10.6,1,1,0,19,6,0,21,7,16,,,0
FRA-Ligue 1,2425,Le Havre,Kandet Diawara,GUI,MF,24,2000,0.0,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Le Havre,Koka,EGY,FW,31,1993,9.5,2,0,0,14,2,1,0,4,2,,,0
FRA-Ligue 1,2425,Le Havre,Loïc Nego,HUN,"DF,MF",33,1991,27.3,4,0,0,27,28,5,75,29,35,,,0
FRA-Ligue 1,2425,Le Havre,Mahamadou Diawara,FRA,MF,19,2005,6.5,0,0,0,15,7,0,5,13,13,,,0
FRA-Ligue 1,2425,Le Havre,Mathieu Gorgelin,FRA,GK,33,1990,16.0,2,0,0,0,2,0,0,0,1,,,0
FRA-Ligue 1,2425,Le Havre,Mathéo Bodmer,FRA,DF,20,2004,0.1,0,0,0,1,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Le Havre,Oussama Targhalline,MAR,MF,22,2002,11.0,0,0,0,12,10,4,17,19,13,,,0
FRA-Ligue 1,2425,Le Havre,Rassoul Ndiaye,SEN,MF,22,2001,11.8,2,0,0,12,10,1,32,12,25,,,0
FRA-Ligue 1,2425,Le Havre,Samuel Grandsir,FRA,"FW,MF",27,1996,0.9,0,0,0,2,0,0,5,0,5,,,0
FRA-Ligue 1,2425,Le Havre,Steve Ngoura,FRA,FW,19,2005,3.2,0,0,0,5,1,2,2,0,2,,,0
FRA-Ligue 1,2425,Le Havre,Timothee Pembele,FRA,"DF,MF",21,2002,12.4,3,0,0,9,11,1,28,12,22,,,0
FRA-Ligue 1,2425,Le Havre,Yanis Zouaoui,ALG,"DF,MF",26,1998,10.8,3,0,0,8,13,1,111,7,9,,,0
FRA-Ligue 1,2425,Le Havre,Yassine Kechta,MAR,"MF,FW",22,2002,23.3,4,0,0,42,33,4,36,24,37,,,0
FRA-Ligue 1,2425,Le Havre,Yoann Salmier,GUF,DF,31,1992,8.9,3,0,0,9,3,0,1,9,6,,,0
FRA-Ligue 1,2425,Lens,Abdukodir Khusanov,UZB,DF,20,2004,10.8,2,1,0,13,3,0,5,26,11,,,0
FRA-Ligue 1,2425,Lens,Abdulai Juma Bah,SLE,DF,18,2006,7.6,2,0,0,7,1,0,0,16,9,,,0
FRA-Ligue 1,2425,Lens,Adrien Thomasson,FRA,MF,30,1993,29.1,7,0,0,51,48,7,59,20,48,,,0
FRA-Ligue 1,2425,Lens,Anass Zaroury,MAR,"MF,FW",23,2000,15.6,3,1,1,13,24,2,126,6,17,,,0
FRA-Ligue 1,2425,Lens,Andy Diouf,FRA,MF,21,2003,24.7,2,0,0,43,21,2,28,14,29,,,0
FRA-Ligue 1,2425,Lens,Angelo Fulgini,NCL,MF,27,1996,11.6,3,0,0,15,26,3,45,2,10,,,0
FRA-Ligue 1,2425,Lens,Brice Samba,FRA,GK,30,1994,15.0,1,0,0,0,2,0,0,1,0,,,0
FRA-Ligue 1,2425,Lens,David Costa,POR,MF,23,2001,3.9,0,1,0,3,4,0,15,1,0,,,0
FRA-Ligue 1,2425,Lens,Deiver Machado,COL,"DF,MF",30,1993,20.1,7,2,1,28,30,5,49,16,27,,,0
FRA-Ligue 1,2425,Lens,Facundo Medina,ARG,DF,25,1999,28.3,15,1,1,29,22,0,16,31,30,,,0
FRA-Ligue 1,2425,Lens,Florian Sotoca,FRA,"FW,MF",33,1990,19.9,2,1,0,15,20,6,75,14,13,,,0
FRA-Ligue 1,2425,Lens,Gabin Capuano,FRA,FW,18,2006,0.1,0,0,0,1,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Lens,Goduine Koyalipou,CTA,FW,24,2000,9.8,0,0,0,8,6,6,2,1,2,,,0
FRA-Ligue 1,2425,Lens,Hamzat Ojediran,NGA,MF,20,2003,4.6,5,0,0,17,3,1,2,10,15,,,0
FRA-Ligue 1,2425,Lens,Hervé Koffi,BFA,GK,27,1996,5.0,2,0,0,0,0,0,0,0,1,,,0
FRA-Ligue 1,2425,Lens,Jeremy Agbonifo,SWE,FW,18,2005,3.3,1,0,0,14,5,2,7,1,5,,,0
FRA-Ligue 1,2425,Lens,Jhoanner Chávez,ECU,MF,22,2002,6.6,1,0,0,10,8,2,31,6,5,,,0
FRA-Ligue 1,2425,Lens,Jonathan Gradit,FRA,DF,31,1992,23.5,4,0,0,28,16,0,10,26,22,,,0
FRA-Ligue 1,2425,Lens,Kembo Diliwidi,FRA,FW,18,2006,0.0,0,0,0,1,0,0,1,0,0,,,0
FRA-Ligue 1,2425,Lens,Kevin Danso,AUT,DF,25,1998,12.0,3,0,0,27,11,1,0,22,8,,,0
FRA-Ligue 1,2425,Lens,Kyllian Antonio,FRA,"MF,DF",16,2008,1.5,0,0,0,2,3,0,2,3,2,,,0
FRA-Ligue 1,2425,Lens,M'Bala Nzola,ANG,FW,27,1996,16.2,3,1,0,30,13,23,1,5,4,,,0
FRA-Ligue 1,2425,Lens,Malang Sarr,FRA,DF,25,1999,15.4,0,0,0,13,10,1,1,22,13,,,0
FRA-Ligue 1,2425,Lens,Martin Satriano,URU,FW,23,2001,1.0,0,0,0,4,1,0,1,0,1,,,0
FRA-Ligue 1,2425,Lens,Mathew Ryan,AUS,GK,32,1992,14.0,0,0,0,0,1,0,0,1,0,,,0
FRA-Ligue 1,2425,Lens,Nampalys Mendy,SEN,MF,32,1992,6.5,2,0,0,11,12,0,2,10,9,,,0
FRA-Ligue 1,2425,Lens,Neil El Aynaoui,MAR,MF,23,2001,17.6,4,0,0,35,32,0,64,31,24,,,0
FRA-Ligue 1,2425,Lens,Przemysław Frankowski,POL,"MF,DF",29,1995,15.4,3,0,0,18,7,1,77,20,20,,,0
FRA-Ligue 1,2425,Lens,Rayan Fofana,FRA,MF,18,2006,0.3,0,0,0,1,1,0,0,0,2,,,0
FRA-Ligue 1,2425,Lens,Ruben Aguilar,FRA,"MF,DF",31,1993,12.5,4,0,0,14,15,5,46,12,19,,,0
FRA-Ligue 1,2425,Lens,Rémy Labeau Lascary,GLP,"MF,FW",21,2003,7.1,5,0,0,23,9,10,19,1,10,,,0
FRA-Ligue 1,2425,Lens,Tom Pouilly,FRA,DF,21,2003,3.0,1,0,0,3,2,0,11,4,6,,,0
FRA-Ligue 1,2425,Lens,Wesley Saïd,FRA,FW,29,1995,10.1,4,0,0,22,4,7,8,2,11,,,0
FRA-Ligue 1,2425,Lille,Aaron Malouda,FRA,FW,18,2005,0.0,0,0,0,0,0,0,0,0,0,,,0
FRA-Ligue 1,2425,Lille,Alexsandro Ribeiro,BRA,DF,24,1999,30.0,10,0,0,27,32,2,8,26,19,,,1
FRA-Ligue 1,2425,Lille,André Gomes,POR,MF,31,1993,14.2,3,0,0,25,12,0,10,5,13,,,0
FRA-Ligue 1,2425,Lille,Angel Gomes,ENG,MF,23,2000,8.2,1,0,0,4,11,0,10,0,6,,,0
FRA-Ligue 1,2425,Lille,Ayyoub Bouaddi,MAR,MF,16,2007,12.8,2,0,0,18,9,0,3,12,32,,,0
FRA-Ligue 1,2425,Lille,Aïssa Mandi,ALG,DF,32,1991,19.3,3,0,0,7,9,1,10,14,18,,,0
FRA-Ligue 1,2425,Lille,Bafodé Diakité,FRA,DF,23,2001,30.7,8,1,1,44,17,1,4,26,19,,,0
FRA-Ligue 1,2425,Lille,Benjamin André,FRA,MF,33,1990,29.9,12,0,0,50,49,3,17,49,58,,,0
FRA-Ligue 1,2425,Lille,Chuba Akpom,ENG,FW,28,1995,7.1,0,0,0,11,15,2,1,0,5,,,0
FRA-Ligue 1,2425,Lille,Edon Zhegrova,KVX,MF,25,1999,10.9,1,0,0,10,11,5,58,4,2,,,0
FRA-Ligue 1,2425,Lille,Ethan Mbappé,FRA,MF,17,2006,2.5,3,0,0,5,1,1,14,1,2,,,0
FRA-Ligue 1,2425,Lille,Gabriel Gudmundsson,SWE,"DF,MF",25,1999,19.8,3,0,0,30,42,5,59,17,24,,,0
FRA-Ligue 1,2425,Lille,Hákon Haraldsson,ISL,MF,21,2003,19.5,3,0,0,19,27,3,58,8,15,,,0
FRA-Ligue 1,2425,Lille,Ismaily,BRA,DF,34,1990,10.0,4,0,0,13,6,0,16,14,17,,,0
FRA-Ligue 1,2425,Lille,Jonathan David,CAN,FW,24,2000,28.4,4,0,0,25,36,10,4,7,9,,,0
FRA-Ligue 1,2425,Lille,Lucas Chevalier,FRA,GK,22,2001,34.0,0,0,0,0,7,0,0,0,2,,,0
FRA-Ligue 1,2425,Lille,Matias Fernandez-Pardo,BEL,"MF,FW",19,2005,11.8,4,0,0,18,21,3,30,3,9,,,0
FRA-Ligue 1,2425,Lille,Mitchel Bakker,NED,"MF,DF",24,2000,12.7,3,1,0,18,9,4,68,13,13,,,0
FRA-Ligue 1,2425,Lille,Mohamed Lamine Bayo,GUI,FW,26,1998,3.4,1,0,0,6,2,0,0,0,1,,,0
FRA-Ligue 1,2425,Lille,Nabil Bentaleb,ALG,MF,29,1994,3.7,0,0,0,3,1,0,6,5,3,,,0
FRA-Ligue 1,2425,Lille,Ngal'Ayel Mukau,COD,MF,19,2004,13.2,4,0,0,19,15,0,5,17,18,,,0
